category,video,Recall,Precision,Specificity,FPR,FNR,PWC,FMeasure
fod01,fod,0.8183440371302527,0.4530167814072962,0.9892332180038855,0.010766781996114432,0.18165596286974728,1.2608818044917522,0.5831917680317452



fod01,,0.8183440371302527,0.4530167814072962,0.9892332180038856,0.0107667819961144,0.1816559628697472,1.2608818044917522,0.5831917680317452

overall,,0.8183440371302527,0.4530167814072962,0.9892332180038856,0.0107667819961144,0.1816559628697472,1.2608818044917522,0.5831917680317452
