category,video,Recall,Precision,Specificity,FPR,FNR,PWC,FMeasure
fod01,fod,0.933189883120679,0.2717400159625377,0.9727483277147457,0.027251672285254307,0.066810116879321,2.7678077752261223,0.4209125093969944



fod01,,0.933189883120679,0.2717400159625377,0.9727483277147456,0.0272516722852543,0.066810116879321,2.7678077752261223,0.4209125093969944

overall,,0.933189883120679,0.2717400159625377,0.9727483277147456,0.0272516722852543,0.066810116879321,2.7678077752261223,0.4209125093969944
