category,video,Recall,Precision,Specificity,FPR,FNR,PWC,FMeasure
fod01,fod,0.894678960016286,0.09705242532983965,0.9092986706359263,0.0907013293640737,0.105321039983714,9.085891707001723,0.17510943839062684



fod01,,0.894678960016286,0.0970524253298396,0.9092986706359264,0.0907013293640737,0.105321039983714,9.085891707001725,0.1751094383906268

overall,,0.894678960016286,0.0970524253298396,0.9092986706359264,0.0907013293640737,0.105321039983714,9.085891707001725,0.1751094383906268
