category,video,Recall,Precision,Specificity,FPR,FNR,PWC,FMeasure
fod01,fod,0.8687851351612621,0.09103278647499813,0.9054736151512631,0.09452638484873684,0.13121486483873793,9.492185460505421,0.16479778074358423



fod01,,0.8687851351612621,0.0910327864749981,0.9054736151512632,0.0945263848487368,0.1312148648387379,9.49218546050542,0.1647977807435842

overall,,0.8687851351612621,0.0910327864749981,0.9054736151512632,0.0945263848487368,0.1312148648387379,9.49218546050542,0.1647977807435842
