category,video,Recall,Precision,Specificity,FPR,FNR,PWC,FMeasure
fod01,fod,0.6663417807463581,0.847929248416382,0.9986978128465661,0.0013021871534338529,0.33365821925364186,0.48846947705687954,0.746247764707081



fod01,,0.6663417807463581,0.847929248416382,0.998697812846566,0.0013021871534338,0.3336582192536418,0.4884694770568795,0.746247764707081

overall,,0.6663417807463581,0.847929248416382,0.998697812846566,0.0013021871534338,0.3336582192536418,0.4884694770568795,0.746247764707081
